Country Name,Country Code,Year,Gini,GDP_per_capita,Lowest20_share,Highest10_share,Inequality_Ratio,Log_GDP
Cyprus,CYP,2022,31.5,33231.04296875,8.7,26.2,3.0114942528735633,10.411239747216316
Cyprus,CYP,2023,31.8,36623.69140625,8.6,26.3,3.058139534883721,10.50845061615887
Czechia,CZE,1992,20.7,3396.70972430469,11.9,19.2,1.6134453781512603,8.13056251390738
Czechia,CZE,1993,26.6,3984.1463439879,10.5,23.7,2.257142857142857,8.290078350958542
Czechia,CZE,1996,25.8,6573.19643136362,10.0,21.8,2.18,8.790755512399974
Czechia,CZE,2002,26.6,8101.26018588111,9.6,22.2,2.3125,8.99977490706329
Czechia,CZE,2004,27.5,11782.5546676117,9.0,23.1,2.566666666666667,9.374375298516526
Czechia,CZE,2005,26.9,13442.4916284309,9.3,22.9,2.462365591397849,9.506175985914876
Czechia,CZE,2006,26.7,15259.0788162004,9.3,22.6,2.4301075268817205,9.632929937105501
Czechia,CZE,2007,26.0,18452.6532812196,9.7,22.3,2.2989690721649487,9.822963448409306
Czechia,CZE,2008,26.3,22774.7045076205,9.8,22.9,2.336734693877551,10.03340574762557
Czechia,CZE,2009,26.2,19817.4215836554,9.6,22.4,2.3333333333333335,9.89431670777932
Czechia,CZE,2010,26.6,20160.4355077059,9.4,22.4,2.382978723404255,9.91147732451675
Czechia,CZE,2011,26.4,22049.1080788682,9.3,22.2,2.387096774193548,10.00102743011892
Czechia,CZE,2012,26.1,20014.0354015165,9.6,22.2,2.3125,9.904189076486476
Czechia,CZE,2013,26.5,20260.4954999375,9.4,22.6,2.404255319148936,9.916428234558763
Czechia,CZE,2014,25.9,20038.4163180257,9.7,22.1,2.278350515463918,9.905406526029457
Czechia,CZE,2015,25.9,17931.5987670768,9.7,22.1,2.278350515463918,9.794319729778335
Czechia,CZE,2016,25.4,18753.9686718096,10.0,21.9,2.19,9.839160671497723
Czechia,CZE,2017,24.9,20913.197632212,10.2,21.4,2.0980392156862746,9.948135704318434
Czechia,CZE,2018,25.0,23705.9329811299,10.2,21.5,2.107843137254902,10.07348063255074
Czechia,CZE,2019,25.3,24062.7190013343,10.1,21.5,2.128712871287129,10.088418992342875
Czechia,CZE,2020,26.2,23472.8915454417,9.8,22.5,2.2959183673469385,10.063601483022085
Czechia,CZE,2021,26.2,27696.4619527544,9.7,22.2,2.2886597938144333,10.229059956680212
Czechia,CZE,2022,25.9,28282.2236715857,9.8,21.8,2.2244897959183674,10.249988747456268
Czechia,CZE,2023,25.7,31761.5944102491,9.5,21.5,2.263157894736842,10.366013115935042
Denmark,DNK,1987,26.2,21295.6768566078,9.5,21.2,2.231578947368421,9.966259366618932
Denmark,DNK,1992,24.7,29579.4913648682,9.9,20.2,2.04040404040404,10.29483654087923
Denmark,DNK,1995,23.0,35321.0980773087,10.9,19.4,1.7798165137614677,10.472235743626158
Denmark,DNK,2000,23.8,30722.0251837567,10.6,19.8,1.8679245283018868,10.332735109039135
Denmark,DNK,2003,25.6,40519.0974905924,9.8,21.4,2.1836734693877546,10.609528684930767
Denmark,DNK,2004,24.9,46625.050098011,9.9,20.6,2.080808080808081,10.749893231433711
Denmark,DNK,2005,25.2,48925.8076698784,9.8,21.0,2.142857142857143,10.798060300454607
Denmark,DNK,2006,25.9,52119.1787984282,9.8,21.7,2.214285714285714,10.861288275136685
Denmark,DNK,2007,26.2,58631.6566433635,9.8,22.1,2.2551020408163267,10.979030045458158
Denmark,DNK,2008,25.2,64616.6657583663,9.8,21.0,2.142857142857143,11.076227640374215
Denmark,DNK,2009,26.7,58412.7472358513,9.2,21.8,2.3695652173913047,10.975289419584382
Denmark,DNK,2010,27.2,58104.5445594981,9.3,22.5,2.419354838709677,10.969999159393712
Denmark,DNK,2011,27.3,61809.737898222,9.4,22.7,2.4148936170212765,11.03181620220139
Denmark,DNK,2012,27.8,58443.7747103968,9.3,23.1,2.4838709677419355,10.975820454990158
Denmark,DNK,2013,28.5,61377.5940590412,9.1,23.7,2.6043956043956045,11.02480012993141
Denmark,DNK,2014,28.4,62520.4509747011,9.1,23.6,2.5934065934065935,11.043248997796363
Denmark,DNK,2015,28.2,53094.0133607574,9.4,23.8,2.5319148936170213,10.879819458138824
Denmark,DNK,2016,28.2,54500.9260410217,9.2,23.7,2.5760869565217392,10.90597297208536
Denmark,DNK,2017,28.7,57521.5514992225,9.1,24.0,2.6373626373626373,10.959914965244344
Denmark,DNK,2018,28.2,61324.7665045565,9.3,23.5,2.5268817204301075,11.023939061611191
Denmark,DNK,2019,27.7,59404.2663247723,9.5,23.5,2.473684210526316,10.992121326420907
Denmark,DNK,2020,27.5,60985.4885601514,9.4,22.9,2.436170212765957,11.018391222398016
Denmark,DNK,2021,28.3,69340.7334922138,9.2,23.8,2.586956521739131,11.146787797380554
Denmark,DNK,2022,29.3,67781.0940939514,9.0,24.5,2.7222222222222223,11.124038586871299
Denmark,DNK,2023,29.9,68043.5466971243,9.1,25.5,2.8021978021978025,11.127903171799169
Djibouti,DJI,2002,40.0,743.013270420348,6.0,30.8,5.133333333333334,6.610713905150923
Djibouti,DJI,2012,45.1,1400.19357858954,4.3,34.4,8.0,7.244365776465976
Djibouti,DJI,2013,44.1,2075.94498424748,5.0,34.0,6.8,7.638171743090445
Djibouti,DJI,2017,41.6,2618.95521147369,5.4,32.3,5.981481481481481,7.870530742976865
Dominican Republic,DOM,1986,47.8,931.659530115685,3.9,36.1,9.256410256410257,6.836967436908587
Dominican Republic,DOM,1989,50.4,954.914504449885,4.2,39.8,9.476190476190474,6.86162181233696
Dominican Republic,DOM,1992,51.1,1558.29782071075,4.3,41.6,9.674418604651164,7.351349363946292
Dominican Republic,DOM,1996,47.4,2270.86558687203,4.3,36.5,8.488372093023257,7.72791635359571
Dominican Republic,DOM,1997,48.9,2448.89393535363,4.0,37.9,9.475,7.8033917466446
Dominican Republic,DOM,2000,51.5,2831.45883638033,3.7,40.2,10.864864864864865,7.948547347705056
Dominican Republic,DOM,2001,50.0,2935.89367312668,4.1,39.2,9.560975609756099,7.984767174203522
Dominican Republic,DOM,2002,49.7,3065.60329524196,3.8,38.3,10.078947368421053,8.027999662685266
Dominican Republic,DOM,2003,52.1,2383.26171780393,3.8,41.7,10.973684210526317,7.776225298094603
Dominican Republic,DOM,2004,52.1,2451.69161616569,3.9,41.7,10.692307692307693,7.804533520861816
Dominican Republic,DOM,2005,50.0,3878.31206735244,4.1,39.0,9.51219512195122,8.263155303774978
Dominican Republic,DOM,2006,52.0,4055.14270347371,3.9,41.2,10.564102564102566,8.30774115790901
Dominican Republic,DOM,2007,48.9,4649.64558875814,4.4,38.6,8.772727272727272,8.444546278205335
Dominican Republic,DOM,2008,48.1,5023.58513403515,4.6,37.8,8.217391304347826,8.521899127914168
Dominican Republic,DOM,2009,48.9,4973.95186999952,4.5,38.7,8.600000000000001,8.51196994799959
Dominican Republic,DOM,2010,47.3,5478.62470398954,4.6,36.5,7.934782608695653,8.608609382019452
Dominican Republic,DOM,2011,47.7,5826.51014109195,4.7,37.5,7.978723404255319,8.670173496523594
Dominican Republic,DOM,2012,46.1,6013.81965002603,4.9,36.0,7.346938775510203,8.701815374742651
Dominican Republic,DOM,2013,47.7,6136.59429329301,4.8,37.9,7.895833333333333,8.722025191892458
Dominican Republic,DOM,2014,44.3,6496.45166971142,5.1,33.4,6.549019607843137,8.779011409860257
Dominican Republic,DOM,2015,45.2,6800.95309395474,5.0,34.8,6.959999999999999,8.824818042218277
Dominican Republic,DOM,2016,45.7,7160.44200982307,4.9,35.4,7.224489795918367,8.876326991264788
Dominican Republic,DOM,2017,42.2,7412.71571571512,5.9,33.5,5.677966101694915,8.910952144496719
Dominican Republic,DOM,2018,43.7,7882.98221584944,5.8,35.1,6.051724137931035,8.972461565044354
Dominican Republic,DOM,2019,41.9,8183.01623600375,6.0,33.1,5.516666666666667,9.009816094639277
Dominican Republic,DOM,2020,39.6,7135.22273255899,6.2,30.4,4.903225806451612,8.872798746320544
Dominican Republic,DOM,2021,38.5,8527.0754858205,6.6,30.2,4.575757575757576,9.05100173126772
Dominican Republic,DOM,2022,37.0,10104.2449349081,6.6,28.3,4.287878787878788,9.220710905116963
Dominican Republic,DOM,2023,38.4,10630.431743829,6.2,29.1,4.693548387096774,9.271476086111296
Dominican Republic,DOM,2024,39.0,10875.6618443092,6.1,29.5,4.836065573770492,9.294282713351858
Ecuador,ECU,1987,50.5,1426.01629151663,3.3,38.4,11.636363636363637,7.262640025534949
Ecuador,ECU,1994,53.3,1996.85894789444,3.3,42.5,12.878787878787879,7.599330698920477
Ecuador,ECU,1995,50.8,2108.00698245316,3.8,40.0,10.526315789473685,7.653498222014951
Ecuador,ECU,1998,49.6,2284.01572847769,4.0,37.8,9.45,7.7336904571259595
Ecuador,ECU,1999,58.6,1575.30234730971,2.6,47.8,18.384615384615383,7.362202499382361
Ecuador,ECU,2000,56.3,1382.23421759909,3.1,45.9,14.806451612903224,7.231456467246611
Ecuador,ECU,2003,53.5,2315.62215223014,3.3,42.0,12.727272727272728,7.747433678677548
Ecuador,ECU,2004,53.9,2586.20914663347,3.2,42.4,13.249999999999998,7.857948432563203
Ecuador,ECU,2005,53.1,2909.02606014388,3.3,41.1,12.454545454545455,7.975573616909485
Ecuador,ECU,2006,52.3,3243.67010359339,3.7,41.1,11.108108108108109,8.084460715734057
Ecuador,ECU,2007,53.4,3478.92488770671,3.5,42.0,12.0,8.154478584722467
Ecuador,ECU,2008,49.8,4194.75750661981,3.8,38.1,10.026315789473685,8.341590811895546
Ecuador,ECU,2009,48.5,4053.36331139298,4.1,37.1,9.04878048780488,8.307302262727573
Ecuador,ECU,2010,48.8,4520.30959039763,4.1,37.5,9.146341463414634,8.41633576393151
Ecuador,ECU,2011,45.9,5153.6916424375,4.4,34.1,7.75,8.547468560636602
Ecuador,ECU,2012,46.1,5634.08393191094,4.3,34.6,8.046511627906977,8.636589845718136
Ecuador,ECU,2013,46.9,6109.29031510341,4.5,35.7,7.933333333333334,8.717565894045311
Ecuador,ECU,2014,45.0,6405.79979300441,4.8,34.4,7.166666666666667,8.764959076637384
Ecuador,ECU,2015,46.0,5976.1596805651,4.6,34.9,7.586956521739131,8.695533446764424
Ecuador,ECU,2016,45.0,5917.63771271481,4.7,34.3,7.297872340425531,8.685692613228005
Ecuador,ECU,2017,44.7,6233.32244797718,4.7,33.8,7.191489361702127,8.737664767859222
Ecuador,ECU,2018,45.4,6303.91886658338,4.6,34.4,7.478260869565218,8.748926761306318
Ecuador,ECU,2019,45.7,6205.05765246766,4.5,34.5,7.666666666666667,8.733119988887672
Ecuador,ECU,2020,47.3,5463.64515348598,4.1,36.0,8.78048780487805,8.605871456514745
Ecuador,ECU,2021,45.8,6061.32350181711,4.6,34.7,7.543478260869566,8.709683454857418
Ecuador,ECU,2022,45.5,6515.58528418336,4.7,34.3,7.297872340425531,8.781952321929632
Ecuador,ECU,2023,44.6,6737.84748379638,4.7,33.2,7.0638297872340425,8.815495788476774
Ecuador,ECU,2024,45.2,6874.705739766,4.3,33.4,7.767441860465116,8.83560412013018
"Egypt, Arab Rep.",EGY,1990,32.0,735.982935028025,8.7,26.7,3.0689655172413794,6.601206932356847
"Egypt, Arab Rep.",EGY,1995,30.1,916.326617700876,9.5,26.1,2.7473684210526317,6.820372870660759
"Egypt, Arab Rep.",EGY,1999,30.8,1268.30949160496,9.2,26.4,2.869565217391304,7.145440183767655
"Egypt, Arab Rep.",EGY,2004,31.8,991.255689145253,9.0,27.4,3.0444444444444443,6.898972512297282
"Egypt, Arab Rep.",EGY,2008,31.1,1896.21594269779,9.2,27.0,2.9347826086956523,7.547615570157506
"Egypt, Arab Rep.",EGY,2010,30.2,2455.08194645282,9.4,26.1,2.776595744680851,7.8059154190820585
"Egypt, Arab Rep.",EGY,2012,28.3,2996.0677072015,9.8,24.7,2.520408163265306,8.005055943581185
"Egypt, Arab Rep.",EGY,2015,31.8,3306.98159414141,9.1,27.8,3.054945054945055,8.103791147239486
"Egypt, Arab Rep.",EGY,2017,31.5,2395.10333299491,9.0,26.9,2.988888888888889,7.781181654214873
"Egypt, Arab Rep.",EGY,2019,31.9,2962.98892023003,9.0,27.5,3.0555555555555554,7.993953808190951
"Egypt, Arab Rep.",EGY,2021,28.5,3827.35415374308,9.7,24.6,2.5360824742268044,8.249929021970582
El Salvador,SLV,1989,48.7,825.105232536306,2.6,34.9,13.423076923076922,6.715510932789748
El Salvador,SLV,1991,53.8,955.826897421092,2.7,41.3,15.296296296296294,6.862576827013105
El Salvador,SLV,1995,49.8,1548.3763038362,3.7,38.8,10.486486486486486,7.344962114941467
El Salvador,SLV,1996,51.0,1651.31016800895,3.5,39.3,11.228571428571428,7.409324293028226
El Salvador,SLV,1998,54.4,1859.73085887742,2.1,40.5,19.285714285714285,7.528187056708991
El Salvador,SLV,1999,52.1,1908.0804545224,2.6,38.6,14.846153846153847,7.553853018059693
El Salvador,SLV,2000,51.5,1982.87093542615,3.2,39.0,12.1875,7.5923010408878495
El Salvador,SLV,2001,51.3,2058.04459070452,3.1,38.6,12.451612903225806,7.629511583168267
El Salvador,SLV,2002,51.9,2115.41187355626,3.0,38.8,12.933333333333332,7.657004811791247
El Salvador,SLV,2003,50.4,2207.83089518069,2.9,37.2,12.827586206896553,7.6997658171364405
El Salvador,SLV,2004,47.8,2285.68907438892,3.7,35.6,9.621621621621621,7.734422822150927
El Salvador,SLV,2005,48.5,2447.39140845394,3.9,36.8,9.435897435897436,7.802778005066506
El Salvador,SLV,2006,45.7,2665.61807194853,4.8,35.6,7.416666666666667,7.888191231642117
El Salvador,SLV,2007,45.2,2830.65693770733,5.2,35.7,6.865384615384616,7.948264097163967
El Salvador,SLV,2008,46.9,2983.24829577976,4.6,36.1,7.847826086956522,8.000768017986637
El Salvador,SLV,2009,45.8,2910.18651752011,4.9,36.0,7.346938775510203,7.975972453479253
El Salvador,SLV,2010,43.5,3040.07300952878,5.1,33.2,6.509803921568628,8.019636810404243
El Salvador,SLV,2011,42.3,3330.60049486653,5.6,32.7,5.839285714285715,8.110907895505955
El Salvador,SLV,2012,41.8,3497.91256915509,5.7,32.6,5.719298245614035,8.15992166074219
El Salvador,SLV,2013,43.4,3582.26694005169,5.5,34.2,6.218181818181819,8.18375110247148
El Salvador,SLV,2014,41.6,3666.01248913873,5.8,32.1,5.53448275862069,8.206859835142001
El Salvador,SLV,2015,40.6,3790.34089108162,6.1,31.8,5.213114754098361,8.240211238908092
El Salvador,SLV,2016,40.0,3901.34014965811,5.9,30.6,5.186440677966101,8.269075401208582
El Salvador,SLV,2017,38.0,4020.12671373919,6.4,29.1,4.546875,8.29906870194694
El Salvador,SLV,2018,38.6,4183.54620971358,6.2,29.4,4.741935483870967,8.338914541381254
El Salvador,SLV,2019,38.8,4320.11671534627,6.3,29.8,4.73015873015873,8.371037698314458
El Salvador,SLV,2021,39.0,4642.60743101342,5.6,29.0,5.178571428571429,8.443031433726683
El Salvador,SLV,2022,38.8,5074.60210221806,5.6,28.7,5.125,8.532003397332442
El Salvador,SLV,2023,39.8,5365.44491399171,5.6,29.7,5.303571428571429,8.587734580608991
Equatorial Guinea,GNQ,2022,38.5,7589.29964909381,6.4,29.1,4.546875,8.93449459328561
Estonia,EST,1993,39.4,2685.90889287357,6.5,31.3,4.815384615384615,7.89577445725012
Estonia,EST,1995,30.1,3134.38975345407,8.1,22.7,2.802469135802469,8.050189778123572
Estonia,EST,1998,37.6,4093.39247738765,7.0,29.8,4.257142857142857,8.317129361801845
Estonia,EST,2000,35.8,4070.60902410208,6.9,27.6,4.0,8.311547904613604
Estonia,EST,2001,36.0,4502.66614992392,7.0,27.9,3.9857142857142853,8.412424978073629
Estonia,EST,2002,35.8,5343.18310760735,6.9,27.3,3.9565217391304346,8.583576841931535
Estonia,EST,2003,37.2,7205.40703313243,6.2,28.4,4.580645161290322,8.882586999986096
Estonia,EST,2004,33.6,8916.0728274602,7.1,25.9,3.647887323943662,9.095610862648735
Estonia,EST,2005,33.4,10414.6381183565,7.4,26.1,3.527027027027027,9.250967606894243
Estonia,EST,2006,33.7,12641.4800976473,7.6,26.8,3.5263157894736845,9.444738757178463
Estonia,EST,2007,31.2,16745.4308011148,8.0,24.0,3.0,9.725880712046655
Estonia,EST,2008,31.9,18205.9064113446,7.8,24.9,3.192307692307692,9.809501348512892
Estonia,EST,2009,31.4,14712.4494217916,7.7,24.4,3.1688311688311686,9.59644931379145
Estonia,EST,2010,32.0,14663.7041018705,7.2,24.3,3.375,9.59313061077466
Estonia,EST,2011,32.5,17555.5455239426,7.3,24.7,3.3835616438356166,9.77312516325173
Estonia,EST,2012,32.9,17568.2137969714,7.3,25.2,3.452054794520548,9.773846513917094
Estonia,EST,2013,35.1,19310.3874900757,6.8,26.6,3.9117647058823533,9.868398442029909
Estonia,EST,2014,34.6,20581.7898991695,7.0,26.3,3.757142857142857,9.932161978354891
Estonia,EST,2015,32.7,17722.1557669523,7.5,24.4,3.253333333333333,9.782570874036644
Estonia,EST,2016,31.2,18666.3736521706,7.8,23.1,2.9615384615384617,9.834478983720828
Estonia,EST,2017,30.4,20851.5223496861,8.1,22.5,2.7777777777777777,9.945182238934962
Estonia,EST,2018,30.3,23618.1361254581,8.1,22.4,2.765432098765432,10.069770175776512
Estonia,EST,2019,30.8,24021.2501413306,8.1,23.3,2.8765432098765435,10.086694140130202
Estonia,EST,2020,30.7,23933.9939421065,8.1,23.5,2.9012345679012346,10.083055068025153
Estonia,EST,2021,31.8,27951.1659277744,8.1,24.3,3.0,10.238214192481523
Estonia,EST,2022,32.3,28340.3826549406,7.7,24.4,3.1688311688311686,10.252043015444999
Estonia,EST,2023,30.7,30264.0064885057,8.3,23.7,2.8554216867469875,10.317714380709674
Eswatini,SWZ,1994,58.7,1461.36400128736,3.4,48.5,14.264705882352942,7.287125526021941
Eswatini,SWZ,2000,53.1,1629.67038842815,4.5,44.1,9.8,7.3961330576642075
Eswatini,SWZ,2009,51.4,3189.79679956637,4.0,40.0,10.0,8.067712494554515
Eswatini,SWZ,2016,54.6,3238.17611961364,3.7,42.7,11.54054054054054,8.08276552423885
Ethiopia,ETH,1995,44.6,136.523619088963,6.3,38.0,6.031746031746032,4.916497633275201
Ethiopia,ETH,1999,30.0,120.734631499865,9.1,25.5,2.8021978021978025,4.7935950090690485
Ethiopia,ETH,2004,29.8,133.169812538096,9.4,25.6,2.723404255319149,4.891625099824364
Ethiopia,ETH,2010,33.2,330.619412798644,8.0,27.4,3.425,5.800967903562083
Ethiopia,ETH,2015,35.0,597.912113218663,7.3,28.5,3.904109589041096,6.39344377528803
Ethiopia,ETH,2021,31.1,893.00983544905,8.3,24.8,2.9879518072289155,6.794597594756551
Fiji,FJI,2002,38.1,2136.56794118683,6.7,29.6,4.417910447761194,7.6669560548063265
Fiji,FJI,2008,40.4,3899.92231512129,6.6,32.9,4.984848484848485,8.268711912719679
Fiji,FJI,2013,36.7,4572.44377544245,7.5,29.7,3.96,8.427803083949389
Fiji,FJI,2019,30.7,5842.07344577597,8.4,24.2,2.880952380952381,8.672841054894672
Finland,FIN,1987,22.2,18565.0264426011,11.0,18.8,1.7090909090909092,9.82903479093557
Finland,FIN,1991,22.9,25488.8450525604,10.9,19.3,1.7706422018348624,10.145996186518627
Finland,FIN,1995,23.5,26246.2743214462,11.0,20.2,1.8363636363636362,10.175279327335094
Finland,FIN,2000,27.2,24335.9225082659,9.7,22.4,2.309278350515464,10.09970883025115
Finland,FIN,2003,27.7,32920.0857192568,9.4,23.0,2.4468085106382977,10.401838258653253
Finland,FIN,2004,27.9,37768.1334202029,9.4,23.2,2.4680851063829787,10.539220994845463
Finland,FIN,2005,27.6,39049.8703780223,9.5,23.0,2.4210526315789473,10.57259483587749
Finland,FIN,2006,28.0,41214.0187765069,9.3,23.0,2.4731182795698925,10.626533739027481
Finland,FIN,2007,28.3,48473.0240091455,9.2,23.3,2.5326086956521743,10.788762716188637
Finland,FIN,2008,27.8,53769.4726240385,9.3,22.9,2.462365591397849,10.892461161759316
Finland,FIN,2009,27.5,47478.3495310999,9.3,22.6,2.4301075268817205,10.76802908676937
Finland,FIN,2010,27.7,46506.2919016566,9.2,22.5,2.4456521739130435,10.74734289213496
Finland,FIN,2011,27.6,51060.3242589767,9.3,22.8,2.4516129032258065,10.840763041323228
Finland,FIN,2012,27.1,47551.6740841369,9.4,22.3,2.372340425531915,10.76957227417055
Finland,FIN,2013,27.2,49691.0145200739,9.3,22.2,2.387096774193548,10.813579401374739
Finland,FIN,2014,26.8,50073.7760815871,9.4,22.0,2.3404255319148937,10.821252718529616
Finland,FIN,2015,27.1,42560.3456767103,9.4,22.4,2.382978723404255,10.658678246085698
Finland,FIN,2016,27.1,43451.2562442158,9.4,22.4,2.382978723404255,10.679395042685613
Finland,FIN,2017,27.4,46085.0174739036,9.4,22.6,2.404255319148936,10.738243175594528
Finland,FIN,2018,27.3,49654.2497035329,9.3,22.6,2.4301075268817205,10.812839259033648
Finland,FIN,2019,27.7,48358.1807773701,9.2,23.0,2.5,10.78639068568719
Finland,FIN,2020,27.1,48828.6846862799,9.5,22.6,2.378947368421053,10.796073220102286
Finland,FIN,2021,27.7,53099.1351400148,9.3,22.9,2.462365591397849,10.879915919715371
Finland,FIN,2022,27.9,50440.560224974,9.3,23.1,2.4838709677419355,10.828550896777168
Finland,FIN,2023,27.4,52834.2916752703,9.2,22.5,2.4456521739130435,10.874915722430961
France,FRA,1970,37.1,2832.54913756906,7.1,28.2,3.971830985915493,7.94893234052541
France,FRA,1975,35.9,6616.76722499173,7.2,27.5,3.819444444444444,8.79736219506349
France,FRA,1979,34.0,11062.5731730373,7.5,26.2,3.493333333333333,9.311322903806156
France,FRA,1984,33.4,9311.89426452129,7.6,25.7,3.3815789473684212,9.139047815151738
France,FRA,1990,32.1,21586.4674617483,8.0,24.8,3.1,9.979821890934572
France,FRA,1996,32.0,26757.6351494145,7.7,24.0,3.116883116883117,10.194575137744195
France,FRA,1997,31.9,24169.4008102822,7.7,24.0,3.116883116883117,10.092842682752346
France,FRA,1998,31.7,24869.4030795939,7.9,24.1,3.050632911392405,10.121393534884714
France,FRA,1999,32.5,24576.3152254528,7.8,24.9,3.192307692307692,10.10953846242165
France,FRA,2000,32.6,22340.5939516217,7.8,25.0,3.2051282051282053,10.014160659182107
France,FRA,2001,32.5,22331.7948343036,7.8,25.0,3.2051282051282053,10.013766719315848
France,FRA,2002,31.8,24144.5727019529,8.1,24.6,3.037037037037037,10.09181490098612
France,FRA,2003,31.4,29479.5222101175,8.2,25.2,3.073170731707317,10.291451138916761
France,FRA,2004,30.6,33644.9282220364,8.4,24.5,2.9166666666666665,10.423617602228447
France,FRA,2005,29.8,34696.3718316971,8.6,23.9,2.7790697674418605,10.454390402304016
France,FRA,2006,29.7,36431.5658906555,8.5,23.5,2.764705882352941,10.503190872626895
France,FRA,2007,32.4,41486.1907828787,8.1,26.2,3.234567901234568,10.633115898624695
France,FRA,2008,33.0,45464.8181385158,7.9,26.7,3.3797468354430378,10.724694078119368
France,FRA,2009,32.7,41728.0884164132,7.7,26.1,3.3896103896103895,10.638929764159013
France,FRA,2010,33.7,40694.8211697025,7.7,27.1,3.5194805194805197,10.61385611934683
France,FRA,2011,33.3,43929.7840873812,7.8,26.9,3.4487179487179485,10.690347822033576
France,FRA,2012,33.1,40863.5814412333,7.9,26.9,3.40506329113924,10.617994516053528
France,FRA,2013,32.5,42669.1795111893,8.0,26.4,3.3,10.661232147292914
France,FRA,2014,32.3,43148.0459288416,8.0,26.1,3.2625,10.672392409943663
France,FRA,2015,32.7,36702.4323733379,7.9,26.6,3.367088607594937,10.510598309049092
France,FRA,2016,31.9,37024.2157133669,8.0,25.9,3.2375,10.519327456288199
France,FRA,2017,31.6,38687.1626407164,8.1,25.8,3.1851851851851856,10.563263109278209
France,FRA,2018,32.4,41418.1766484844,8.0,26.7,3.3375,10.631475112939684
France,FRA,2019,31.2,40408.2848574751,7.8,24.8,3.1794871794871797,10.606790113654695
France,FRA,2020,30.7,39169.8606000707,8.0,24.5,3.0625,10.575662867809294
France,FRA,2021,31.5,43725.0999521245,7.7,24.9,3.2337662337662336,10.685677585810422
France,FRA,2022,31.2,40988.6396406579,7.8,24.6,3.153846153846154,10.62105022535698
France,FRA,2023,31.8,44700.1384177544,7.7,25.0,3.2467532467532467,10.707731877190923
Gabon,GAB,2005,42.2,6547.87613955186,5.8,33.1,5.706896551724139,8.78689602254423
Gabon,GAB,2017,38.0,6921.73373135624,6.0,27.7,4.616666666666666,8.842421556445338
"Gambia, The",GMB,1998,48.3,610.234711461724,4.4,37.6,8.545454545454545,6.413843656049324
"Gambia, The",GMB,2003,47.3,308.719123437587,4.8,36.7,7.645833333333334,5.7324318778809005
"Gambia, The",GMB,2010,43.6,801.033372714536,5.7,34.9,6.12280701754386,6.68590261001385
"Gambia, The",GMB,2015,35.9,619.536364296461,7.4,28.7,3.878378378378378,6.428971398775769
"Gambia, The",GMB,2020,38.8,720.335143352133,6.6,30.5,4.621212121212121,6.5797165805873075
Georgia,GEO,1996,37.1,689.034634153312,6.1,27.9,4.573770491803279,6.5352915370265166
Georgia,GEO,1997,40.7,807.032285752352,5.1,29.9,5.862745098039216,6.693363674597754
Georgia,GEO,1998,41.2,851.515542450841,5.2,31.2,6.0,6.747017752961222
Georgia,GEO,1999,40.1,673.537782887275,5.4,29.9,5.537037037037036,6.512544093589866
Georgia,GEO,2000,40.5,749.908534993961,5.4,30.3,5.611111111111111,6.619951245752057
Georgia,GEO,2001,39.6,801.98383707929,5.8,30.0,5.172413793103448,6.687088454395717
Georgia,GEO,2002,37.2,853.526171868939,6.3,28.2,4.476190476190476,6.749376205934176
Georgia,GEO,2003,36.6,1010.03151630868,6.3,27.1,4.301587301587302,6.917736813614482
Georgia,GEO,2004,36.2,1305.04748557208,6.3,26.7,4.238095238095238,7.173994706506344
Georgia,GEO,2005,37.4,1642.78359414797,6.2,27.7,4.467741935483871,7.4041473955143795
Georgia,GEO,2006,36.9,1996.02013272284,6.3,27.5,4.365079365079366,7.5989105433550295
Georgia,GEO,2007,38.1,2635.36650276116,6.2,28.9,4.661290322580645,7.876777541535253
Georgia,GEO,2008,38.5,3324.7537205015,6.1,29.1,4.770491803278689,8.109150881324604
Georgia,GEO,2009,38.2,2822.68939668797,6.1,28.9,4.737704918032787,7.9454453962306415
Georgia,GEO,2010,39.5,3281.72930937343,5.7,29.5,5.175438596491228,8.096125790909602
Georgia,GEO,2011,39.6,4119.66818307193,5.6,29.8,5.321428571428572,8.323527901010868
Georgia,GEO,2012,39.0,4530.69533409431,5.9,29.3,4.966101694915254,8.418630702082925
Georgia,GEO,2013,38.6,4712.00229382665,6.1,29.1,4.770491803278689,8.45786821213662
Georgia,GEO,2014,37.6,4830.33486170249,6.4,28.6,4.46875,8.482671073788465
Georgia,GEO,2015,36.5,4086.6223465965,6.7,27.8,4.149253731343284,8.315474075721646
Georgia,GEO,2016,36.6,4143.40125686315,6.7,28.1,4.1940298507462686,8.329272289152755
Georgia,GEO,2017,37.9,4418.75206546679,6.3,28.9,4.587301587301587,8.393612597077144
Georgia,GEO,2018,36.4,4804.0546040444,6.5,27.5,4.230769230769231,8.477215549505885
Georgia,GEO,2019,35.9,4741.2832715876,6.8,27.6,4.058823529411765,8.464063110450166
Georgia,GEO,2020,34.5,4300.85701291207,7.0,26.2,3.742857142857143,8.366569587151373
Georgia,GEO,2021,34.2,5083.60695484577,7.0,26.2,3.742857142857143,8.533776319101591
Georgia,GEO,2022,33.5,6729.84659930283,7.0,25.2,3.6,8.814307628813294
Georgia,GEO,2023,34.8,8283.66960652261,7.0,26.9,3.8428571428571425,9.022041338393533
